epoch,acc,loss,val_acc,val_loss
0,0.8092299781462913,0.6675037709015132,0.8242966751918158,0.5877892616389249
1,0.8103869391952693,0.6272965382397138,0.8237851662404092,1.0176291585133812
2,0.8125723100655611,0.6590835210970566,0.8010230179028133,0.5756039474920973
3,0.8079444658696491,0.7007528726242283,0.8245524296675192,0.7936661763154613
4,0.7985602262501607,0.7184959863193747,0.8217391304347826,0.6966701226331363
5,0.8043450314950508,0.7287606364097394,0.8317135549872122,0.5875369615862103
6,0.8043450314950508,0.6995549276160331,0.8248081841432225,1.1632142466670234
7,0.7979174701118396,0.8254312908461425,0.7864450127877238,0.580453818798955
8,0.8067875048206711,0.7489290040002474,0.8309462915601024,0.8910024937541292
9,0.8085872220079702,0.8157709648898437,0.8276214833759591,0.9524114386641959
10,0.8051163388610362,0.8086619164095128,0.8286445012787724,1.2538504510142936
11,0.8098727342846124,0.9150305482156619,0.8232736572890026,0.5446175562887746
12,0.8174572567168017,0.8411842326873523,0.7667519181585678,0.9046934207504335
13,0.8118010026995758,0.9136315535506025,0.829156010230179,1.2381672817149545
14,0.8260701889703047,0.9471227868565418,0.8373401534526854,0.9550575767759955
15,0.8288983159789176,0.9727584216114796,0.8294117647058824,1.5511027914816171
16,0.8322406478981874,1.0447033081770702,0.8342710997442455,1.0153085535012385
17,0.831983545442859,1.0544786149656125,0.8271099744245525,0.981893977369254
18,0.8313407893045378,1.0234561713010675,0.8281329923273657,0.7927322156884287
19,0.8348116724514719,0.9288759402035727,0.8388746803069054,0.7316924052609087
20,0.8312122380768736,0.9967259093434783,0.8304347826086956,1.3911948040754658
21,0.8308265843938809,1.1220370655591048,0.8312020460358056,1.0337819031531286
22,0.8282555598405965,1.0604927797375991,0.8355498721227621,1.2672520741600604
23,0.8337832626301581,1.0425585891189564,0.8335038363171355,1.140346217750306
24,0.8274842524746111,1.1062110798309053,0.832225063938619,1.1277321881860911
25,0.8306980331662167,1.1432220433243447,0.8350383631713555,1.245133847726678
26,0.8359686335004499,1.1168320616018683,0.8317135549872122,1.1732829732769054
27,0.8369970433217637,1.1820682498371957,0.8335038363171355,1.076245711255342
28,0.8340403650854865,1.077470542187409,0.8352941176470589,1.1496323190385627
29,0.8372541457770921,1.1749269978338415,0.8342710997442455,1.2338726580372776
30,0.8327548528088443,1.3419383451079177,0.8309462915601024,1.3096501291124383
31,0.8390538629643913,1.2653956697539883,0.8342710997442455,1.1583025374371068
32,0.836611389638771,1.230202960352332,0.8304347826086956,1.6180767537405387
33,0.836611389638771,1.2754841788731623,0.8317135549872122,1.5108891335306
34,0.8378969019154133,1.38982985771094,0.8337595907928389,1.3839661689861145
35,0.8339118138578223,1.3812593920626643,0.8329923273657289,1.417135967335574
36,0.8335261601748297,1.393952371104311,0.8345268542199489,1.3430488578813018
37,0.8336547114024939,1.31393991368637,0.8296675191815857,1.4194523239926533
38,0.8375112482324206,1.365268186046769,0.8340153452685422,1.3188090337707856
39,0.8312122380768736,1.3253726280086844,0.8309462915601024,1.353929664816867
40,0.8346831212238077,1.3251467662751064,0.8347826086956521,1.5278649295414617
41,0.8381540043707417,1.396472398679902,0.8327365728900256,1.5175214490383262
42,0.8378969019154133,1.4441145702807425,0.8324808184143222,1.4730626097660011
43,0.8418819899730042,1.46451188447239,0.8265984654731457,1.6604744744635511
44,0.8414963362900115,1.4339887216656857,0.8355498721227621,1.54773966369437
45,0.8385396580537344,1.3851769943573393,0.8329923273657289,1.5806272432841082
46,0.8363542871834426,1.424692817318928,0.8335038363171355,1.3527863338236026
47,0.8416248875176758,1.3858159537422026,0.8340153452685422,1.5260205974053827
48,0.8400822727857051,1.4635565228462875,0.8324808184143222,1.6141591478265709
49,0.8444530145262887,1.4341938451862761,0.8360613810741688,1.425469238778909
